userID,firstName,lastName,industry,school,profileImageScr,closeFriends,farFriends,closenessScores
83,Lily,Gonzalez ,Consulting,Tufts,profileImages/4.jpg,"[16, 20, 54, 76, 99]","[6, 13, 20, 37, 44, 58, 63, 75, 78, 90]","{'0': 0.0032679738562091504, '1': 0.04481596147230822, '2': 0.011728983091212196, '3': 0.013856209150326797, '4': 0.004699248120300752, '5': 0.010055304172951232, '6': 0.4411764705882353, '7': 0.004815961472308222, '8': 0.0031512605042016808, '9': 0.010620915032679739, '10': 0.01930795847750865, '11': 0.0444087216533037, '12': 0.013448969331322273, '13': 0.29893360853113177, '14': 0.18627450980392157, '15': 0.01738562091503268, '16': 0.1520004763038819, '17': 0.14705882352941177, '18': 0.04612870789341378, '19': 0.19187478500171998, '20': 0.4459924320605435, '21': 0.0, '22': 0.15359477124183007, '23': 0.16050779286073402, '24': 0.16243013042321, '25': 0.19146754518271544, '26': 0.0067873303167420825, '27': 0.0, '28': 0.14705882352941177, '29': 0.010055304172951232, '30': 0.004699248120300752, '31': 0.008083935328517372, '32': 0.023572664359861592, '33': 0.006535947712418301, '34': 0.15514275885792914, '35': 0.042860734037204626, '36': 0.008083935328517372, '37': 0.2972689075630252, '38': 0.00980392156862745, '39': 0.03583099906629319, '40': 0.15514275885792914, '41': 0.15200047630388186, '42': 0.04481596147230822, '43': 0.15187478500171997, '44': 0.3075666163901458, '45': 0.0483453732370141, '46': 0.00980392156862745, '47': 0.1503267973856209, '48': 0.0, '49': 0.04128654970760234, '50': 0.008083935328517372, '51': 0.15878780662062394, '52': 0.0031512605042016808, '53': 0.15539414146225292, '54': 0.15514275885792914, '55': 0.004699248120300752, '56': 0.004699248120300752, '57': 0.03583099906629319, '58': 0.3351327035537562, '59': 0.18782249742002063, '60': 0.004699248120300752, '61': 0.0032679738562091504, '62': 0.08919504643962849, '63': 0.4444444444444444, '64': 0.013448969331322273, '65': 0.15384615384615385, '66': 0.006535947712418301, '67': 0.016219723183391006, '68': 0.0, '69': 0.010588235294117647, '70': 0.16050779286073402, '71': 0.16050779286073402, '72': 0.0032679738562091504, '73': 0.004699248120300752, '74': 0.008083935328517372, '75': 0.29411764705882354, '76': 0.1504524886877828, '77': 0.15359477124183007, '78': 0.3022015823873409, '79': 0.0, '80': 0.004815961472308222, '81': 0.1517580716497125, '82': 0.03583099906629319, '83': 1.0, '84': 0.006535947712418301, '85': 0.03607340372046255, '86': 0.00980392156862745, '87': 0.1517580716497125, '88': 0.011728983091212196, '89': 0.0067873303167420825, '90': 0.44432773109243695, '91': 0.0, '92': 0.004699248120300752, '93': 0.0392156862745098, '94': 0.0156656346749226, '95': 0.015371306893798245, '96': 0.008083935328517372, '97': 0.19359477124183005, '98': 0.013448969331322273, '99': 0.30978328173374614}"
84,Ellie,Torres,Healthcare,Boston University,profileImages/5.jpg,"[8, 27, 44, 60, 82]","[1, 16, 24, 36, 48, 50, 66, 73, 88, 96]","{'0': 0.03583099906629319, '1': 0.45098039215686275, '2': 0.0063025210084033615, '3': 0.03583099906629319, '4': 0.0063025210084033615, '5': 0.0031512605042016808, '6': 0.004699248120300752, '7': 0.011728983091212196, '8': 0.16390145801910508, '9': 0.02053557996088461, '10': 0.0, '11': 0.011351909184726523, '12': 0.04575163398692811, '13': 0.15359477124183007, '14': 0.007850508624502433, '15': 0.16013071895424835, '16': 0.3024529649916647, '17': 0.05144471061426079, '18': 0.0030425963488843813, '19': 0.0, '20': 0.008083935328517372, '21': 0.008083935328517372, '22': 0.018764972052169288, '23': 0.007850508624502433, '24': 0.3004201680672269, '25': 0.007850508624502433, '26': 0.0, '27': 0.1875890707160057, '28': 0.009570494864612512, '29': 0.004699248120300752, '30': 0.0063025210084033615, '31': 0.011351909184726523, '32': 0.0030425963488843813, '33': 0.009570494864612512, '34': 0.007850508624502433, '35': 0.04053024718659393, '36': 0.3366013071895425, '37': 0.007850508624502433, '38': 0.044031647746818024, '39': 0.16390145801910508, '40': 0.04053024718659393, '41': 0.008335317932841153, '42': 0.0444087216533037, '43': 0.0031512605042016808, '44': 0.15164940749439523, '45': 0.0030425963488843813, '46': 0.044031647746818024, '47': 0.013448969331322273, '48': 0.44432773109243695, '49': 0.012136222910216718, '50': 0.44421906693711966, '51': 0.011351909184726523, '52': 0.007850508624502433, '53': 0.0031512605042016808, '54': 0.1875890707160057, '55': 0.0, '56': 0.14705882352941177, '57': 0.007850508624502433, '58': 0.0031512605042016808, '59': 0.027249134948096887, '60': 0.1875890707160057, '61': 0.18288982259570494, '62': 0.007850508624502433, '63': 0.008083935328517372, '64': 0.007850508624502433, '65': 0.013448969331322273, '66': 0.4525283797729618, '67': 0.14705882352941177, '68': 0.0444087216533037, '69': 0.013448969331322273, '70': 0.004590583964983452, '71': 0.0030425963488843813, '72': 0.004699248120300752, '73': 0.3076923076923077, '74': 0.009570494864612512, '75': 0.0031512605042016808, '76': 0.004815961472308222, '77': 0.04053024718659393, '78': 0.007850508624502433, '79': 0.007850508624502433, '80': 0.010180995475113124, '81': 0.042483660130718956, '82': 0.24150326797385624, '83': 0.006535947712418301, '84': 1.0, '85': 0.024371897096434482, '86': 0.14705882352941177, '87': 0.004590583964983452, '88': 0.30196815568332597, '89': 0.19146754518271544, '90': 0.025, '91': 0.007850508624502433, '92': 0.1549093321539142, '93': 0.0, '94': 0.0063025210084033615, '95': 0.007850508624502433, '96': 0.30196815568332597, '97': 0.013448969331322273, '98': 0.1568627450980392, '99': 0.0030425963488843813}"
85,Violet,Williams,Computer Science,Wellesley,profileImages/43.jpg,"[16, 36, 49, 65, 97]","[8, 16, 25, 35, 48, 49, 66, 72, 80, 91]","{'0': 0.0, '1': 0.018613242398408638, '2': 0.008335317932841153, '3': 0.0049416527744701125, '4': 0.008335317932841153, '5': 0.014297385620915034, '6': 0.03607340372046255, '7': 0.007058823529411765, '8': 0.3300653594771242, '9': 0.017222396980182447, '10': 0.14705882352941177, '11': 0.05065359477124183, '12': 0.0, '13': 0.0, '14': 0.008335317932841153, '15': 0.019896193771626297, '16': 0.6748216449051017, '17': 0.004815961472308222, '18': 0.1503267973856209, '19': 0.008606811145510837, '20': 0.0033936651583710412, '21': 0.1504524886877828, '22': 0.01577854671280277, '23': 0.0, '24': 0.004815961472308222, '25': 0.3009049773755656, '26': 0.014297385620915034, '27': 0.004815961472308222, '28': 0.04101505649493266, '29': 0.0, '30': 0.03946706887883359, '31': 0.19187478500171998, '32': 0.01577854671280277, '33': 0.0032679738562091504, '34': 0.0032679738562091504, '35': 0.4877124183006536, '36': 0.30090497737556565, '37': 0.0, '38': 0.0, '39': 0.022058823529411763, '40': 0.004815961472308222, '41': 0.005077399380804953, '42': 0.007058823529411765, '43': 0.0, '44': 0.019896193771626297, '45': 0.15539414146225292, '46': 0.04481596147230822, '47': 0.014297385620915034, '48': 0.3338562091503268, '49': 0.48275713794289643, '50': 0.008335317932841153, '51': 0.004815961472308222, '52': 0.1503267973856209, '53': 0.008606811145510837, '54': 0.004815961472308222, '55': 0.0, '56': 0.010055304172951232, '57': 0.15187478500171997, '58': 0.0033936651583710412, '59': 0.03946706887883359, '60': 0.15384615384615385, '61': 0.0049416527744701125, '62': 0.16091503267973856, '63': 0.03607340372046255, '64': 0.008335317932841153, '65': 0.15566563467492261, '66': 0.3351327035537562, '67': 0.005077399380804953, '68': 0.0033936651583710412, '69': 0.008606811145510837, '70': 0.04101505649493266, '71': 0.010055304172951232, '72': 0.29751131221719457, '73': 0.016253869969040248, '74': 0.18652589240824535, '75': 0.1556656346749226, '76': 0.16011576255216045, '77': 0.004815961472308222, '78': 0.14705882352941177, '79': 0.013856209150326797, '80': 0.3454106280193237, '81': 0.012136222910216718, '82': 0.008335317932841153, '83': 0.03607340372046255, '84': 0.024371897096434482, '85': 1.0, '86': 0.0, '87': 0.010588235294117647, '88': 0.004815961472308222, '89': 0.014297385620915034, '90': 0.0067873303167420825, '91': 0.29893360853113177, '92': 0.004815961472308222, '93': 0.004815961472308222, '94': 0.0, '95': 0.004815961472308222, '96': 0.004815961472308222, '97': 0.19595828527489428, '98': 0.0, '99': 0.008335317932841153}"
86,Lillian,Smith,Consulting,Boston University,profileImages/7.jpg,"[2, 29, 57, 74, 95]","[7, 11, 21, 38, 43, 58, 61, 75, 81, 92]","{'0': 0.01930795847750865, '1': 0.15359477124183007, '2': 0.15336134453781514, '3': 0.09091503267973856, '4': 0.05551710880430605, '5': 0.0031512605042016808, '6': 0.008083935328517372, '7': 0.2972689075630252, '8': 0.0063025210084033615, '9': 0.0049416527744701125, '10': 0.009570494864612512, '11': 0.29411764705882354, '12': 0.009570494864612512, '13': 0.15514275885792914, '14': 0.00980392156862745, '15': 0.18604108309990663, '16': 0.0032679738562091504, '17': 0.004590583964983452, '18': 0.011351909184726523, '19': 0.004699248120300752, '20': 0.0444087216533037, '21': 0.3299486461251167, '22': 0.0063025210084033615, '23': 0.0030425963488843813, '24': 0.0063025210084033615, '25': 0.016842634489693316, '26': 0.004699248120300752, '27': 0.007850508624502433, '28': 0.009570494864612512, '29': 0.16243013042321003, '30': 0.011351909184726523, '31': 0.007850508624502433, '32': 0.007850508624502433, '33': 0.004590583964983452, '34': 0.038982259570494865, '35': 0.004590583964983452, '36': 0.009570494864612512, '37': 0.09444444444444446, '38': 0.30196815568332597, '39': 0.16013071895424835, '40': 0.019195046439628487, '41': 0.01577854671280277, '42': 0.006535947712418301, '43': 0.33333333333333337, '44': 0.0063025210084033615, '45': 0.0130718954248366, '46': 0.004590583964983452, '47': 0.004699248120300752, '48': 0.1568627450980392, '49': 0.04101505649493266, '50': 0.1875890707160057, '51': 0.007850508624502433, '52': 0.0130718954248366, '53': 0.013448969331322273, '54': 0.14705882352941177, '55': 0.030122193805058258, '56': 0.16013071895424835, '57': 0.1875890707160057, '58': 0.3022015823873409, '59': 0.007850508624502433, '60': 0.0030425963488843813, '61': 0.44587571870853604, '62': 0.0030425963488843813, '63': 0.004699248120300752, '64': 0.011351909184726523, '65': 0.0031512605042016808, '66': 0.1568627450980392, '67': 0.19963475586312956, '68': 0.011728983091212196, '69': 0.0, '70': 0.04780238681167474, '71': 0.0063025210084033615, '72': 0.042860734037204626, '73': 0.0063025210084033615, '74': 0.1549093321539142, '75': 0.29411764705882354, '76': 0.004815961472308222, '77': 0.00980392156862745, '78': 0.035722334910975886, '79': 0.004590583964983452, '80': 0.0, '81': 0.298708231023807, '82': 0.004590583964983452, '83': 0.00980392156862745, '84': 0.14705882352941177, '85': 0.0, '86': 1.0, '87': 0.05359477124183007, '88': 0.0, '89': 0.1568627450980392, '90': 0.004590583964983452, '91': 0.0, '92': 0.4474789915966387, '93': 0.04053024718659393, '94': 0.0130718954248366, '95': 0.18278115844038767, '96': 0.017647058823529415, '97': 0.0, '98': 0.1679738562091503, '99': 0.007850508624502433}"
87,Zoe,Moore,Consulting,Tufts,profileImages/41.jpg,"[10, 29, 45, 77, 91]","[0, 11, 21, 36, 46, 56, 65, 74, 78, 95]","{'0': 0.303921568627451, '1': 0.0031512605042016808, '2': 0.022837370242214536, '3': 0.006535947712418301, '4': 0.011351909184726523, '5': 0.04612870789341378, '6': 0.19540419676642587, '7': 0.00980392156862745, '8': 0.0063025210084033615, '9': 0.0033936651583710412, '10': 0.15164940749439523, '11': 0.33986928104575165, '12': 0.009570494864612512, '13': 0.008083935328517372, '14': 0.19893360853113173, '15': 0.042483660130718956, '16': 0.0032679738562091504, '17': 0.1516494074943952, '18': 0.007850508624502433, '19': 0.15514275885792914, '20': 0.0483453732370141, '21': 0.3075666163901458, '22': 0.1516494074943952, '23': 0.1549093321539142, '24': 0.1549093321539142, '25': 0.14705882352941177, '26': 0.008083935328517372, '27': 0.0063025210084033615, '28': 0.19281045751633985, '29': 0.15021008403361344, '30': 0.020915032679738564, '31': 0.009570494864612512, '32': 0.0030425963488843813, '33': 0.011351909184726523, '34': 0.23571088354370087, '35': 0.007850508624502433, '36': 0.298708231023807, '37': 0.0130718954248366, '38': 0.035722334910975886, '39': 0.0063025210084033615, '40': 0.1549093321539142, '41': 0.157114127702363, '42': 0.0031512605042016808, '43': 0.19540419676642587, '44': 0.05551710880430605, '45': 0.15336134453781514, '46': 0.33464789424541747, '47': 0.15514275885792914, '48': 0.013448969331322273, '49': 0.013856209150326797, '50': 0.009570494864612512, '51': 0.14705882352941177, '52': 0.009570494864612512, '53': 0.15723981900452488, '54': 0.0030425963488843813, '55': 0.009570494864612512, '56': 0.33464789424541747, '57': 0.0063025210084033615, '58': 0.0031512605042016808, '59': 0.19658119658119658, '60': 0.004590583964983452, '61': 0.004699248120300752, '62': 0.007850508624502433, '63': 0.16272445820433437, '64': 0.042483660130718956, '65': 0.4411764705882353, '66': 0.011351909184726523, '67': 0.04326797385620915, '68': 0.013448969331322273, '69': 0.0156656346749226, '70': 0.16013071895424835, '71': 0.15336134453781514, '72': 0.011728983091212196, '73': 0.0030425963488843813, '74': 0.298708231023807, '75': 0.0, '76': 0.010055304172951232, '77': 0.2971602434077079, '78': 0.29411764705882354, '79': 0.004590583964983452, '80': 0.0, '81': 0.15010141987829614, '82': 0.004590583964983452, '83': 0.1517580716497125, '84': 0.004590583964983452, '85': 0.010588235294117647, '86': 0.05359477124183007, '87': 1.0, '88': 0.0, '89': 0.011728983091212196, '90': 0.1875890707160057, '91': 0.15010141987829614, '92': 0.007850508624502433, '93': 0.038982259570494865, '94': 0.007850508624502433, '95': 0.29411764705882354, '96': 0.009570494864612512, '97': 0.15359477124183007, '98': 0.0130718954248366, '99': 0.15010141987829614}"
88,Stella,Hill,Basic Research,MIT,profileImages/40.jpg,"[13, 24, 51, 71, 90]","[9, 17, 20, 34, 42, 49, 59, 69, 84, 96]","{'0': 0.004699248120300752, '1': 0.013448969331322273, '2': 0.1516494074943952, '3': 0.006535947712418301, '4': 0.07983193277310925, '5': 0.1517580716497125, '6': 0.0031512605042016808, '7': 0.013448969331322273, '8': 0.020915032679738564, '9': 0.33540419676642586, '10': 0.05359477124183007, '11': 0.04053024718659393, '12': 0.007850508624502433, '13': 0.16050779286073405, '14': 0.004590583964983452, '15': 0.007850508624502433, '16': 0.008335317932841153, '17': 0.30718954248366015, '18': 0.0063025210084033615, '19': 0.042860734037204626, '20': 0.4477124183006536, '21': 0.0, '22': 0.044031647746818024, '23': 0.004590583964983452, '24': 0.1549093321539142, '25': 0.0030425963488843813, '26': 0.18782249742002063, '27': 0.1549093321539142, '28': 0.015122648249583237, '29': 0.1568627450980392, '30': 0.0, '31': 0.04053024718659393, '32': 0.19658119658119658, '33': 0.007850508624502433, '34': 0.30546955624355004, '35': 0.004590583964983452, '36': 0.018764972052169288, '37': 0.00980392156862745, '38': 0.18278115844038764, '39': 0.0030425963488843813, '40': 0.0, '41': 0.008335317932841153, '42': 0.44432773109243695, '43': 0.0156656346749226, '44': 0.0130718954248366, '45': 0.00980392156862745, '46': 0.0130718954248366, '47': 0.08371040723981901, '48': 0.00980392156862745, '49': 0.4459924320605435, '50': 0.018764972052169288, '51': 0.16013071895424838, '52': 0.011351909184726523, '53': 0.03583099906629319, '54': 0.016842634489693316, '55': 0.0, '56': 0.007850508624502433, '57': 0.007850508624502433, '58': 0.0392156862745098, '59': 0.30546955624355004, '60': 0.016842634489693316, '61': 0.04076367389060887, '62': 0.0, '63': 0.013448969331322273, '64': 0.04053024718659393, '65': 0.0031512605042016808, '66': 0.009570494864612512, '67': 0.0032679738562091504, '68': 0.0031512605042016808, '69': 0.29411764705882354, '70': 0.007850508624502433, '71': 0.15662931839402428, '72': 0.0031512605042016808, '73': 0.011351909184726523, '74': 0.015122648249583237, '75': 0.0031512605042016808, '76': 0.013856209150326797, '77': 0.004590583964983452, '78': 0.009570494864612512, '79': 0.04053024718659393, '80': 0.008083935328517372, '81': 0.0, '82': 0.162181471778995, '83': 0.011728983091212196, '84': 0.30196815568332597, '85': 0.004815961472308222, '86': 0.0, '87': 0.0, '88': 1.0, '89': 0.00980392156862745, '90': 0.15010141987829614, '91': 0.15336134453781514, '92': 0.0063025210084033615, '93': 0.16013071895424835, '94': 0.009570494864612512, '95': 0.15010141987829614, '96': 0.30196815568332597, '97': 0.008083935328517372, '98': 0.08333333333333334, '99': 0.0}"
89,Aurora,Hill,Consulting,Boston University,profileImages/6.jpg,"[0, 25, 44, 69, 93]","[9, 16, 21, 33, 43, 55, 60, 69, 79, 91]","{'0': 0.19963475586312956, '1': 0.15187478500171997, '2': 0.010180995475113124, '3': 0.004815961472308222, '4': 0.04612870789341378, '5': 0.04326797385620915, '6': 0.0, '7': 0.06001188354129531, '8': 0.004699248120300752, '9': 0.29411764705882354, '10': 0.015371306893798245, '11': 0.006535947712418301, '12': 0.01411764705882353, '13': 0.157114127702363, '14': 0.013448969331322273, '15': 0.16243013042321, '16': 0.29751131221719457, '17': 0.0031512605042016808, '18': 0.03583099906629319, '19': 0.008335317932841153, '20': 0.0032679738562091504, '21': 0.3024529649916647, '22': 0.0, '23': 0.008083935328517372, '24': 0.011728983091212196, '25': 0.14705882352941177, '26': 0.004815961472308222, '27': 0.004699248120300752, '28': 0.00980392156862745, '29': 0.04101505649493266, '30': 0.042860734037204626, '31': 0.008083935328517372, '32': 0.0, '33': 0.29411764705882354, '34': 0.011728983091212196, '35': 0.04612870789341378, '36': 0.015371306893798245, '37': 0.03583099906629319, '38': 0.008083935328517372, '39': 0.16444444444444445, '40': 0.010180995475113124, '41': 0.012577399380804955, '42': 0.004815961472308222, '43': 0.3009049773755656, '44': 0.18782249742002063, '45': 0.00980392156862745, '46': 0.010180995475113124, '47': 0.017973856209150325, '48': 0.19359477124183005, '49': 0.01689325615829856, '50': 0.1517580716497125, '51': 0.004699248120300752, '52': 0.00980392156862745, '53': 0.010055304172951232, '54': 0.18782249742002063, '55': 0.3006535947712418, '56': 0.18288982259570494, '57': 0.008083935328517372, '58': 0.004815961472308222, '59': 0.00980392156862745, '60': 0.29411764705882354, '61': 0.1503267973856209, '62': 0.05006535947712419, '63': 0.004815961472308222, '64': 0.011728983091212196, '65': 0.004815961472308222, '66': 0.1517580716497125, '67': 0.1504524886877828, '68': 0.05065359477124183, '69': 0.4411764705882353, '70': 0.0444087216533037, '71': 0.008083935328517372, '72': 0.004815961472308222, '73': 0.006535947712418301, '74': 0.0, '75': 0.0032679738562091504, '76': 0.014297385620915034, '77': 0.0444087216533037, '78': 0.006535947712418301, '79': 0.2988168951791243, '80': 0.04326797385620915, '81': 0.0, '82': 0.0031512605042016808, '83': 0.0067873303167420825, '84': 0.19146754518271544, '85': 0.014297385620915034, '86': 0.1568627450980392, '87': 0.011728983091212196, '88': 0.00980392156862745, '89': 1.0, '90': 0.004699248120300752, '91': 0.29411764705882354, '92': 0.15021008403361344, '93': 0.14705882352941177, '94': 0.00980392156862745, '95': 0.008083935328517372, '96': 0.008083935328517372, '97': 0.010055304172951232, '98': 0.14705882352941177, '99': 0.0392156862745098}"
90,Natalie,Sanchez,Marketing,Tufts,profileImages/2.jpg,"[10, 26, 47, 64, 88]","[1, 15, 24, 36, 43, 54, 67, 73, 83, 97]","{'0': 0.004699248120300752, '1': 0.3022015823873409, '2': 0.0, '3': 0.008083935328517372, '4': 0.0, '5': 0.03583099906629319, '6': 0.17279411764705882, '7': 0.011728983091212196, '8': 0.007850508624502433, '9': 0.007058823529411765, '10': 0.15662931839402428, '11': 0.0030425963488843813, '12': 0.044031647746818024, '13': 0.0444087216533037, '14': 0.19109047127622977, '15': 0.3036881419234361, '16': 0.019896193771626297, '17': 0.19109047127622977, '18': 0.0030425963488843813, '19': 0.15723981900452488, '20': 0.01738562091503268, '21': 0.011728983091212196, '22': 0.1549093321539142, '23': 0.1875890707160057, '24': 0.47689880549921115, '25': 0.1549093321539142, '26': 0.15514275885792914, '27': 0.0, '28': 0.1875890707160057, '29': 0.01738562091503268, '30': 0.0130718954248366, '31': 0.038982259570494865, '32': 0.0030425963488843813, '33': 0.004590583964983452, '34': 0.19109047127622977, '35': 0.004590583964983452, '36': 0.2971602434077079, '37': 0.0130718954248366, '38': 0.0030425963488843813, '39': 0.016842634489693316, '40': 0.15841073271413827, '41': 0.14705882352941177, '42': 0.006535947712418301, '43': 0.44432773109243695, '44': 0.004590583964983452, '45': 0.014994232987312572, '46': 0.0030425963488843813, '47': 0.303921568627451, '48': 0.0031512605042016808, '49': 0.0032679738562091504, '50': 0.0030425963488843813, '51': 0.23194014447884415, '52': 0.0, '53': 0.19540419676642587, '54': 0.30546955624355004, '55': 0.042483660130718956, '56': 0.0030425963488843813, '57': 0.0130718954248366, '58': 0.00980392156862745, '59': 0.16582379558158106, '60': 0.0130718954248366, '61': 0.004699248120300752, '62': 0.0, '63': 0.15514275885792914, '64': 0.15164940749439523, '65': 0.15021008403361344, '66': 0.020915032679738564, '67': 0.37823529411764706, '68': 0.004699248120300752, '69': 0.02165032679738562, '70': 0.15010141987829614, '71': 0.1875890707160057, '72': 0.04612870789341378, '73': 0.298708231023807, '74': 0.004590583964983452, '75': 0.008083935328517372, '76': 0.008335317932841153, '77': 0.1568627450980392, '78': 0.004590583964983452, '79': 0.007850508624502433, '80': 0.019930340557275543, '81': 0.1549093321539142, '82': 0.016842634489693316, '83': 0.44432773109243695, '84': 0.025, '85': 0.0067873303167420825, '86': 0.004590583964983452, '87': 0.1875890707160057, '88': 0.15010141987829614, '89': 0.004699248120300752, '90': 1.0, '91': 0.044031647746818024, '92': 0.0, '93': 0.011351909184726523, '94': 0.0030425963488843813, '95': 0.0030425963488843813, '96': 0.0063025210084033615, '97': 0.44587571870853604, '98': 0.0030425963488843813, '99': 0.1549093321539142}"
91,Emilia,Lewis,Basic Research,MIT,profileImages/44.jpg,"[5, 34, 46, 64, 87]","[4, 15, 27, 39, 47, 53, 66, 71, 85, 89]","{'0': 0.042860734037204626, '1': 0.011728983091212196, '2': 0.1549093321539142, '3': 0.008083935328517372, '4': 0.3004201680672269, '5': 0.29411764705882354, '6': 0.004699248120300752, '7': 0.00980392156862745, '8': 0.009570494864612512, '9': 0.04128654970760234, '10': 0.0848813209494324, '11': 0.0063025210084033615, '12': 0.035722334910975886, '13': 0.0, '14': 0.007850508624502433, '15': 0.3004201680672269, '16': 0.01577854671280277, '17': 0.022837370242214536, '18': 0.007850508624502433, '19': 0.013448969331322273, '20': 0.15514275885792914, '21': 0.008083935328517372, '22': 0.0130718954248366, '23': 0.042483660130718956, '24': 0.0, '25': 0.016842634489693316, '26': 0.18627450980392157, '27': 0.4817067177748292, '28': 0.035722334910975886, '29': 0.19540419676642587, '30': 0.0063025210084033615, '31': 0.0130718954248366, '32': 0.1516494074943952, '33': 0.007850508624502433, '34': 0.14705882352941177, '35': 0.009570494864612512, '36': 0.015122648249583237, '37': 0.011351909184726523, '38': 0.1549093321539142, '39': 0.29411764705882354, '40': 0.0, '41': 0.01577854671280277, '42': 0.15723981900452488, '43': 0.00980392156862745, '44': 0.0063025210084033615, '45': 0.04053024718659393, '46': 0.1584107327141383, '47': 0.29411764705882354, '48': 0.013448969331322273, '49': 0.15187478500171997, '50': 0.04575163398692811, '51': 0.00980392156862745, '52': 0.0130718954248366, '53': 0.3058466301500357, '54': 0.022837370242214536, '55': 0.04952237305178482, '56': 0.0063025210084033615, '57': 0.0130718954248366, '58': 0.0031512605042016808, '59': 0.004590583964983452, '60': 0.0130718954248366, '61': 0.011728983091212196, '62': 0.0, '63': 0.0, '64': 0.14705882352941177, '65': 0.006535947712418301, '66': 0.30196815568332597, '67': 0.004815961472308222, '68': 0.04076367389060887, '69': 0.004699248120300752, '70': 0.007850508624502433, '71': 0.3004201680672269, '72': 0.01738562091503268, '73': 0.0130718954248366, '74': 0.0063025210084033615, '75': 0.013448969331322273, '76': 0.0, '77': 0.038982259570494865, '78': 0.013574660633484165, '79': 0.018764972052169288, '80': 0.013448969331322273, '81': 0.007850508624502433, '82': 0.1549093321539142, '83': 0.0, '84': 0.007850508624502433, '85': 0.29893360853113177, '86': 0.0, '87': 0.15010141987829614, '88': 0.15336134453781514, '89': 0.29411764705882354, '90': 0.044031647746818024, '91': 1.0, '92': 0.04053024718659393, '93': 0.1679738562091503, '94': 0.0, '95': 0.19109047127622977, '96': 0.038982259570494865, '97': 0.0444087216533037, '98': 0.007850508624502433, '99': 0.0}"
92,Everly,Rivera,Finance,Boston University,profileImages/45.jpg,"[5, 23, 55, 59, 96]","[3, 12, 29, 39, 48, 52, 63, 74, 86, 94]","{'0': 0.0392156862745098, '1': 0.16272445820433437, '2': 0.0130718954248366, '3': 0.29411764705882354, '4': 0.011351909184726523, '5': 0.15021008403361344, '6': 0.04612870789341378, '7': 0.08525839485591809, '8': 0.007850508624502433, '9': 0.010326797385620916, '10': 0.0, '11': 0.009570494864612512, '12': 0.2971602434077079, '13': 0.1517580716497125, '14': 0.004590583964983452, '15': 0.15010141987829614, '16': 0.0, '17': 0.00980392156862745, '18': 0.022837370242214536, '19': 0.0444087216533037, '20': 0.04612870789341378, '21': 0.00980392156862745, '22': 0.011351909184726523, '23': 0.1549093321539142, '24': 0.009570494864612512, '25': 0.0063025210084033615, '26': 0.04612870789341378, '27': 0.0063025210084033615, '28': 0.04625439919557567, '29': 0.3022015823873409, '30': 0.0063025210084033615, '31': 0.004590583964983452, '32': 0.007850508624502433, '33': 0.015122648249583237, '34': 0.038982259570494865, '35': 0.004590583964983452, '36': 0.0063025210084033615, '37': 0.0063025210084033615, '38': 0.0130718954248366, '39': 0.4926211812024961, '40': 0.007850508624502433, '41': 0.0, '42': 0.02165032679738562, '43': 0.10173762599669023, '44': 0.0, '45': 0.04575163398692811, '46': 0.007850508624502433, '47': 0.0031512605042016808, '48': 0.44926040591675265, '49': 0.0032679738562091504, '50': 0.18604108309990663, '51': 0.007850508624502433, '52': 0.3092402953084068, '53': 0.0, '54': 0.1549093321539142, '55': 0.1549093321539142, '56': 0.20473856209150326, '57': 0.00980392156862745, '58': 0.01930795847750865, '59': 0.14705882352941177, '60': 0.00980392156862745, '61': 0.1568627450980392, '62': 0.004590583964983452, '63': 0.3042986425339367, '64': 0.08865206001428913, '65': 0.04076367389060887, '66': 0.14705882352941177, '67': 0.14705882352941177, '68': 0.00980392156862745, '69': 0.0, '70': 0.0030425963488843813, '71': 0.004590583964983452, '72': 0.006535947712418301, '73': 0.011351909184726523, '74': 0.3004201680672269, '75': 0.0444087216533037, '76': 0.004815961472308222, '77': 0.009570494864612512, '78': 0.023606811145510838, '79': 0.018764972052169288, '80': 0.004699248120300752, '81': 0.004590583964983452, '82': 0.0030425963488843813, '83': 0.004699248120300752, '84': 0.1549093321539142, '85': 0.004815961472308222, '86': 0.4474789915966387, '87': 0.007850508624502433, '88': 0.0063025210084033615, '89': 0.15021008403361344, '90': 0.0, '91': 0.04053024718659393, '92': 1.0, '93': 0.011351909184726523, '94': 0.2971602434077079, '95': 0.00980392156862745, '96': 0.16798642533936653, '97': 0.0, '98': 0.1516494074943952, '99': 0.004590583964983452}"
